site_id,site_name,latitude,longitude,altitude,country,municipality,area_classification,station_type,timezone,established_date,closed_date,network,network_code
TR0047A,HAKKARI,37.57439,43.73873,1726.0,Türkiye,HAKKARI,urban-centre,background,UTC+03,12/10/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0049A,IGDIR,39.92611,44.05361,859.0,Türkiye,IGDIR,urban-centre,background,UTC+03,26/02/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0052A,ISTANBUL-AKSARAY,41.01472,28.95472,41.0,Türkiye,ISTANBUL,urban-centre,traffic,UTC+03,23/01/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0053A,ISTANBUL-ALIBEYKOY,41.05767,28.94568,1.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,31/01/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0054A,ISTANBUL-BESIKTAS,41.05388,29.01,99.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,26/01/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0055A,ISTANBUL-ESENLER,41.03833,28.88805,54.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,02/02/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0056A,ISTANBUL-KADIKOY,40.99194,29.03361,12.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,01/02/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0057A,ISTANBUL-KARTAL,40.89,29.2075,31.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,30/01/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0058A,ISTANBUL-SARIYER,41.12888,29.04972,105.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,01/02/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0059A,ISTANBUL-UMRANIYE,41.01361,29.16222,162.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,28/01/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0060A,ISTANBUL-USKUDAR,41.01527,29.025,70.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,31/01/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0061A,ISTANBUL-YENIBOSNA,40.99888,28.82666,31.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,27/01/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0062A,IZMIR-ALSANCAK,38.43222,27.14444,11.0,Türkiye,IZMIR,urban-centre,background,UTC+03,27/12/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0063A,IZMIR-BORNOVA,38.46916,27.22138,72.0,Türkiye,IZMIR,urban-centre,background,UTC+03,31/12/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0064A,IZMIR-GAZIEMIR,38.31445,27.1373,141.0,Türkiye,IZMIR,urban-centre,background,UTC+03,30/01/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0065A,IZMIR-GUZELYALI,38.39583,27.08277,13.0,Türkiye,IZMIR,urban-centre,background,UTC+03,27/12/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0066A,IZMIR-KARSIYAKA,38.45416,27.10972,6.0,Türkiye,IZMIR,urban-centre,background,UTC+03,28/12/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0067A,IZMIR-CIGLI,38.49805,27.06777,18.0,Türkiye,IZMIR,urban-centre,background,UTC+03,26/12/2008 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0068A,IZMIR-SIRINYER,38.3825,27.14833,64.0,Türkiye,IZMIR,urban-centre,background,UTC+03,26/12/2008 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0070A,KAHRAMANMARAS-ELBISTAN,38.20384,37.19834,1141.0,Türkiye,,urban-centre,background,UTC+03,06/12/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0072A,KARAMAN,37.11638,33.1325,1140.0,Türkiye,KARAMAN,urban-centre,background,UTC+03,29/01/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0073A,KARS,40.60504,43.10448,1762.0,Türkiye,KARS,urban-centre,background,UTC+03,01/10/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0074A,KASTAMONU,41.3674,33.76499,813.0,Türkiye,KASTAMONU,urban-centre,background,UTC+03,20/12/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0075A,KAYSERI-OSB,38.74027,35.37527,1053.0,Türkiye,KAYSERI,urban-centre,industrial,UTC+03,05/03/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0076A,KAYSERI-MELIKGAZI,38.72489,35.51561,1066.0,Türkiye,KAYSERI,urban-centre,background,UTC+03,05/04/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0077A,KAYSERI-HURRIYET,38.72355,35.46961,1056.0,Türkiye,KAYSERI,urban-centre,traffic,UTC+03,06/04/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0078A,KILIS,36.71525,37.12709,646.0,Türkiye,KILIS,urban-centre,background,UTC+03,28/11/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0079A,KIRIKKALE,39.84313,33.51817,749.0,Türkiye,KIRIKKALE,urban-centre,background,UTC+03,27/12/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0080A,KIRKLARELI,41.72446,27.2145,208.0,Türkiye,KIRKLARELI,urban-centre,background,UTC+03,26/02/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0081A,KIRSEHIR,39.14841,34.15925,989.0,Türkiye,KIRSEHIR,urban-centre,background,UTC+03,06/02/2005 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0083A,KOCAELI,40.76582,29.95125,8.0,Türkiye,KOCAELI,urban-centre,background,UTC+03,16/02/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0084A,KOCAELI-DILOVASI,40.78872,29.53718,69.0,Türkiye,KOCAELI,urban-centre,industrial,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0085A,KONYA-MERAM,37.86009,32.47526,1028.0,Türkiye,KONYA,urban-centre,background,UTC+03,04/03/2005 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0088A,MALATYA,38.35004,38.34188,999.0,Türkiye,MALATYA,urban-centre,background,UTC+03,22/02/2005 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0089A,MANISA,38.61535,27.40478,71.0,Türkiye,MANISA,urban-centre,background,UTC+03,02/09/2005 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0090A,MARDIN,37.32089,40.7241,945.0,Türkiye,MARDIN,urban-centre,background,UTC+03,16/03/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0091A,MUGLA-MUSLUHITTIN,37.21583,28.35722,647.0,Türkiye,MUGLA,urban-centre,background,UTC+03,02/02/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0093A,MUS,38.74859,41.50948,1314.0,Türkiye,MUS,urban-centre,background,UTC+03,26/11/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0096A,ORDU-STADYUM,40.9834,37.87843,9.0,Türkiye,ORDU,urban-centre,background,UTC+03,25/12/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0098A,RIZE,41.02171,40.53284,16.0,Türkiye,RIZE,urban-centre,background,UTC+03,20/10/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0099A,SAKARYA,40.76684,30.39385,31.0,Türkiye,SAKARYA,urban-centre,background,UTC+03,24/02/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0100A,SAMSUN-ILKADIM HASTANE,41.27795,36.33811,67.0,Türkiye,SAMSUN,urban-centre,background,UTC+03,23/02/2005 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0101A,SAMSUN-TEKKEKOY,41.22351,36.45508,7.0,Türkiye,,urban-centre,industrial,UTC+03,30/12/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0102A,SIIRT,37.93193,41.93506,895.0,Türkiye,SIIRT,urban-centre,background,UTC+03,28/09/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0103A,SINOP,42.02956,35.15492,35.0,Türkiye,SINOP,urban-centre,background,UTC+03,31/01/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0104A,SIRNAK,37.51999,42.45997,1395.0,Türkiye,SIRNAK,urban-centre,background,UTC+03,11/10/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR010541,ADANA-SEYHAN,36.97187,35.31527,19.0,Türkiye,ADANA,urban-centre,background,UTC+03,30/04/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0105A,SIVAS-METEOROLOJI,39.74377,37.00178,1293.0,Türkiye,SIVAS,urban-centre,background,UTC+03,12/04/2005 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR010641,ADANA-CUKUROVA,37.03993,35.26991,92.0,Türkiye,ADANA,urban-centre,background,UTC+03,30/04/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0106A,TEKIRDAG,40.97645,27.51273,26.0,Türkiye,TEKIRDAG,urban-centre,background,UTC+03,16/03/2005 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR010731,ADANA-TURHAN CEMAL BERİKER BULVARI,36.99188,35.326,22.0,Türkiye,ADANA,urban-centre,traffic,UTC+03,30/04/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0107A,TOKAT,40.32635,36.55519,608.0,Türkiye,TOKAT,urban-centre,background,UTC+03,25/12/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR010822,ADANA-YAKAPINAR,36.95782,35.60663,34.0,Türkiye,ADANA,urban-periphery,industrial,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0108A,TRABZON-VALILIK,41.00598,39.71232,36.0,Türkiye,TRABZON,urban-centre,background,UTC+03,28/03/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0109A,TRABZON-MEYDAN,41.00458,39.73167,45.0,Türkiye,TRABZON,urban-centre,background,UTC+03,28/01/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0110A,TUNCELI,39.10111,39.54666,928.0,Türkiye,TUNCELI,urban-centre,background,UTC+03,23/11/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0111A,SANLIURFA,37.16044,38.78697,550.0,Türkiye,SANLIURFA,urban-centre,background,UTC+03,27/11/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0113A,VAN,38.50728,43.3706,1686.0,Türkiye,VAN_TUSBA,urban-centre,background,UTC+03,19/10/2005 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0114A,YALOVA,40.65333,29.26,5.0,Türkiye,YALOVA,urban-centre,background,UTC+03,25/02/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0115A,YOZGAT,39.81886,34.80572,1288.0,Türkiye,YOZGAT,urban-centre,background,UTC+03,16/02/2005 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0117A,IZMIR-BAYRAKLI,38.46222,27.16666,5.0,Türkiye,IZMIR,urban-centre,background,UTC+03,20/01/2010 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0118A,HATAY-ISKENDERUN,36.71414,36.22391,99.0,Türkiye,,urban-periphery,industrial,UTC+03,14/01/2011 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR0119A,MANISA-SOMA,39.18141,27.61291,175.0,Türkiye,,urban-centre,background,UTC+03,29/11/2011 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR030241,AFYON-SELCUK CAMI,38.77349,30.52801,1008.0,Türkiye,,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR030341,AFYON-SANDIKLI,38.46048,30.26878,1083.0,Türkiye,,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR030441,AFYON-KARAYOLLARI PARKI ,38.74765,30.5529,1016.0,Türkiye,AFYONKARAHISAR,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR040241,AGRI-DOGUBAYAZIT,39.5476,44.0836,1592.0,Türkiye,,urban-centre,background,UTC+03,23/02/2016 14:00:00,,Turkey Air Quality Network,NET-TR001A
TR040341,AGRI-PATNOS,39.23658,42.85301,1637.0,Türkiye,,urban-centre,background,UTC+03,22/02/2016 23:00:00,,Turkey Air Quality Network,NET-TR001A
TR050241,AMASYA-MERZIFON,40.87433,35.45747,747.0,Türkiye,,urban-centre,background,UTC+03,13/02/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR050341,AMASYA-SULUOVA,40.83683,35.65183,581.0,Türkiye,,urban-centre,background,UTC+03,13/10/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR050431,AMASYA-SEHZADE,40.65722,35.83796,405.0,Türkiye,AMASYA,urban-centre,traffic,UTC+03,05/06/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR060313,ANKARA-CUBUK,40.29075,33.01726,1144.0,Türkiye,,rural,background,UTC+03,26/11/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR061041,ANKARA-BATIKENT,39.95375,32.72639,852.0,Türkiye,ANKARA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR061141,ANKARA-ETIMESGUT,39.93981,32.64003,823.0,Türkiye,ANKARA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR061241,ANKARA-ETLIK,39.97384,32.82277,919.0,Türkiye,ANKARA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR061341,ANKARA-MAMAK,39.91679,32.89392,930.0,Türkiye,ANKARA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR061421,ANKARA-OSTIM,39.98161,32.74425,868.0,Türkiye,ANKARA,urban-centre,industrial,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR061541,ANKARA-POLATLI,39.57661,32.12946,853.0,Türkiye,ANKARA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR061622,ANKARA-TOREKENT,39.98379,32.57651,794.0,Türkiye,ANKARA,urban-centre,industrial,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR061721,ANKARA-SITELER,39.96458,32.90718,949.0,Türkiye,ANKARA,urban-centre,industrial,UTC+03,01/01/2018 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR061842,ANKARA-UMITKOY,39.86104,32.64059,1016.0,Türkiye,ANKARA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR061941,ANKARA ÇANKAYA,39.87109,32.85775,1103.0,Türkiye,ANKARA,urban-centre,background,UTC+03,01/01/2018 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR062041,ANKARA-SANATORYUM,39.99886,32.85617,1006.0,Türkiye,ANKARA,urban-centre,background,UTC+03,01/01/2018 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR062131,ANKARA-ULUS,39.94008,32.84985,849.0,Türkiye,ANKARA,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR070231,ANTALYA-TRAFIK,36.88873,30.68358,47.0,Türkiye,ANTALYA,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR070341,ANTALYA-ALANYA,36.55507,31.98648,18.0,Türkiye,ANTALYA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR070441,ANTALYA-MANAVGAT,36.78972,31.45267,6.0,Türkiye,ANTALYA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR070541,ANTALYA-SERIK,36.91817,31.09291,24.0,Türkiye,ANTALYA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR070622,ANTALYA-KUMLUCA,36.31744,30.27707,1.0,Türkiye,ANTALYA,urban-periphery,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR070741,ANTALYA-KEPEZ ,36.91488,30.70043,67.0,Türkiye,ANTALYA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR070813,ANTALYA-GAZIPASA,36.28108,32.28729,181.0,Türkiye,ANTALYA,rural,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR070941,ANTALYA-MURATPAŞA,36.89236,30.73342,48.0,Türkiye,ANTALYA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR080213,ARTVİN-HOPA,41.4668,41.49073,136.0,Türkiye,,rural,background,UTC+03,24/01/2016 12:00:00,,Turkey Air Quality Network,NET-TR001A
TR090231,AYDIN-ADNAN MENDERES BULVARI,37.83935,27.84537,51.0,Türkiye,AYDIN,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR090313,AYDIN-DIDIM,37.35899,27.20773,10.0,Türkiye,AYDIN,rural,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR090441,AYDIN-EFELER,37.83418,27.84087,40.0,Türkiye,AYDIN,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR090513,AYDIN-GERMENCIK,37.86324,27.6643,45.0,Türkiye,AYDIN,rural,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR090641,AYDIN-NAZILLI,37.90858,28.32192,76.0,Türkiye,AYDIN,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR090741,AYDIN-SOKE,37.75258,27.41119,36.0,Türkiye,AYDIN,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR100241,BALIKESIR-BANDIRMA-MTHM,40.34795,27.97496,38.0,Türkiye,,urban-centre,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR100313,BALIKESIR-ERDEK-MTHM,40.48972,27.97861,61.0,Türkiye,,rural,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR100411,BALIKESİR EDREMİT MTHM,39.59962,27.00396,24.0,Türkiye,,urban-centre,background,UTC+03,10/11/2017 16:00:00,,Turkey Air Quality Network,NET-TR001A
TR100531,BALIKESİR TRAFİK MTHM,39.64867,27.89047,132.0,Türkiye,BALIKESIR,urban-centre,traffic,UTC+03,08/11/2017 12:00:00,,Turkey Air Quality Network,NET-TR001A
TR110241,BILECIK-BOZOYUK-MTHM,39.90395,30.05295,755.0,Türkiye,,urban-centre,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR140213,BOLU-ABANT,40.6039,31.25997,1385.0,Türkiye,,rural,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR140331,BOLU-KIZILAY PARKI,40.73239,31.59952,733.0,Türkiye,BOLU,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR140441,BOLU KARAÇAYIR PARKI,40.72622,31.60489,715.0,Türkiye,BOLU,urban-centre,background,UTC+03,01/01/2018 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR150241,BURDUR-BUCAK,37.45272,30.56742,796.0,Türkiye,,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR160231,BURSA-BEYAZIT CAD.-MTHM,40.18565,29.08049,189.0,Türkiye,BURSA,urban-centre,traffic,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR160341,BURSA-INEGOL-MTHM,40.08089,29.50024,289.0,Türkiye,,urban-centre,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR160421,BURSA-KESTEL-MTHM,40.19542,29.2054,131.0,Türkiye,,urban-centre,industrial,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR160512,BURSA-KULTUR PARK-MTHM,40.19572,29.04588,143.0,Türkiye,BURSA,urban-periphery,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR160613,BURSA-ULUDAG UNIV.-MTHM,40.22337,28.87154,87.0,Türkiye,BURSA,rural,background,UTC+03,21/02/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR170221,CANAKKALE-CAN-MTHM,40.02925,27.0498,82.0,Türkiye,,urban-centre,industrial,UTC+03,02/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR170313,CANAKKALE-LAPSEKI-MTHM,40.40307,26.77063,12.0,Türkiye,,rural,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR170541,Çanakkale-Biga,40.21507,27.24272,28.0,Türkiye,,urban-centre,background,UTC+03,21/11/2018 17:00:00,,Turkey Air Quality Network,NET-TR001A
TR190231,CORUM-BAHABEY,40.54655,34.96729,838.0,Türkiye,CORUM,urban-centre,traffic,UTC+03,02/06/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR190321,CORUM-MIMAR SINAN,40.53143,34.9443,793.0,Türkiye,CORUM,urban-centre,industrial,UTC+03,23/01/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR200341,DENIZLI-CIVRIL,38.30052,29.73718,829.0,Türkiye,DENIZLI,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR200441,DENIZLI-HONAZ,37.75634,29.26468,572.0,Türkiye,DENIZLI,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR200541,DENIZLI-SUMER,37.78856,29.09326,346.0,Türkiye,DENIZLI,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR200631,DENIZLI-TRAFIK,37.7672,29.09593,402.0,Türkiye,DENIZLI,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR220213,EDIRNE-KARAAGAC-MTHM,41.65914,26.53732,36.0,Türkiye,,urban-centre,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR220341,EDIRNE-KESAN-MTHM,40.85121,26.63529,133.0,Türkiye,,urban-centre,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR240231,ERZİNCAN-TRAFİK,39.74644,39.49707,1206.0,Türkiye,ERZURUM,urban-centre,traffic,UTC+03,07/01/2016 19:00:00,,Turkey Air Quality Network,NET-TR001A
TR250241,ERZURUM-AZİZİYE,39.91837,41.27034,1852.0,Türkiye,ERZURUM,urban-centre,background,UTC+03,10/01/2016 23:00:00,,Turkey Air Quality Network,NET-TR001A
TR250311,ERZURUM-PALANDÖKEN,39.86769,41.27527,2164.0,Türkiye,ERZURUM,urban-periphery,background,UTC+03,07/01/2016 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR250413,ERZURUM-PASİNLER,40.03345,41.57212,1862.0,Türkiye,,rural,background,UTC+03,12/01/2016 18:00:00,,Turkey Air Quality Network,NET-TR001A
TR250531,ERZURUM-TAŞHAN,39.90833,41.27323,1905.0,Türkiye,ERZURUM,urban-centre,traffic,UTC+03,09/01/2016 19:00:00,,Turkey Air Quality Network,NET-TR001A
TR260231,ESKISEHIR-CUMHURİYET BULVARI,39.76635,30.52981,801.0,Türkiye,ESKISEHIR,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR260322,ESKISEHIR-METIN SONMEZ,39.71473,30.61751,897.0,Türkiye,ESKISEHIR,urban-centre,industrial,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR260441,ESKİŞEHİR-ODUNPAZARI,39.75777,30.56396,803.0,Türkiye,ESKISEHIR,urban-centre,background,UTC+03,01/01/2018 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR260541,ESKISEHIR-VISNEPARK,39.76482,30.49723,793.0,Türkiye,ESKISEHIR,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR260641,ESKISEHIR-TEPEBASI,39.78056,30.50111,791.0,Türkiye,ESKISEHIR,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR270221,GAZIANTEP-ATAPARK,37.08863,37.42583,837.0,Türkiye,GAZIANTEP,urban-centre,industrial,UTC+03,27/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR270341,GAZIANTEP-BEYDILLI,37.04439,37.39557,902.0,Türkiye,GAZIANTEP,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR270441,GAZIANTEP-NIZIP,37.0099,37.80394,532.0,Türkiye,GAZIANTEP,urban-centre,background,UTC+03,12/03/2021 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR270541,GAZIANTEP-GASKI D6,37.04713,37.35908,934.0,Türkiye,GAZIANTEP,urban-centre,background,UTC+03,12/03/2021 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR270631,GAZIANTEP-FEVZI CAKMAK BULVARI,37.07798,37.3546,864.0,Türkiye,GAZIANTEP,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR280241,GIRESUN-GEMILERCEKEGI,40.91444,38.39856,38.0,Türkiye,GIRESUN,urban-centre,background,UTC+03,12/02/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR310341,HATAY-ISKENDERUN MERKEZ,36.57977,36.16685,6.0,Türkiye,HATAY,urban-centre,background,UTC+03,06/05/2021 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR310431,HATAY-VALI KAVSAGI,36.20836,36.15912,102.0,Türkiye,HATAY,urban-centre,traffic,UTC+03,30/04/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR310541,HATAY-ANTAKYA,36.21127,36.13827,68.0,Türkiye,HATAY,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR320341,ISPARTA-OKUL,37.76025,30.57941,1018.0,Türkiye,ISPARTA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR330231,MERSIN-ISTIKLAL CAD.,36.79604,34.62374,7.0,Türkiye,MERSIN,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR330341,MERSIN-TARSUS,36.91168,34.88758,15.0,Türkiye,MERSIN,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR330441,MERSIN-AKDENIZ,36.82851,34.641,25.0,Türkiye,MERSIN,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR330541,MERSIN-TOROSLAR,36.82864,34.5991,85.0,Türkiye,MERSIN,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR330622,MERSIN-HUZURKENT,36.87656,34.81422,18.0,Türkiye,MERSIN,urban-periphery,industrial,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
