site_id,site_name,latitude,longitude,altitude,country,municipality,area_classification,station_type,timezone,established_date,closed_date,network,network_code
DEHE092,Wiesbaden (2824),50.05794,8.25926,115.0,Germany,Wiesbaden,urban-centre,background,UTC+01,01/01/2005 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE097,Fulda Künzeller Straße,50.54256,9.69603,293.0,Germany,Fulda,urban-centre,background,UTC+01,01/01/2025 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE099,Limburg Schiede I,50.38621,8.05964,119.0,Germany,Limburg a.d. Lahn,urban-centre,traffic,UTC+01,01/01/2009 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE100,Limburg Schiede II,50.38759,8.05913,119.0,Germany,Limburg a.d. Lahn,urban-centre,traffic,UTC+01,01/01/2009 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE101,Limburg Frankfurter Straße,50.38312,8.07044,139.0,Germany,Limburg a.d. Lahn,urban-centre,traffic,UTC+01,01/01/2009 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE102,Offenbach Untere Grenzstraße I,50.10144,8.78467,105.0,Germany,Offenbach am Main,urban-centre,traffic,UTC+01,01/01/2009 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE104,Offenbach Mainstraße,50.10708,8.77278,99.0,Germany,Offenbach am Main,urban-centre,traffic,UTC+01,01/01/2009 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE105,Wetzlar Linsenbergstraße,50.57508,8.49171,168.0,Germany,Wetzlar,urban-centre,background,UTC+01,01/01/2009 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE111,Rüsselsheim Rugby-Ring,49.99556,8.42439,89.0,Germany,Rüsselsheim,urban-centre,traffic,UTC+01,01/01/2011 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE112,Wiesbaden Schiersteiner Straße,50.07212,8.22887,147.0,Germany,Wiesbaden,urban-centre,traffic,UTC+01,01/01/2012 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE131,Limburg Schiede,50.38643,8.05991,119.0,Germany,Limburg a.d.,urban-centre,traffic,UTC+01,01/06/2015 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE132,Darmstadt Hügelstraße I,49.86942,8.65323,150.0,Germany,Darmstadt,urban-centre,traffic,UTC+01,06/01/2015 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE133,Bensheim Nibelungenstraße,49.6827,8.62306,112.0,Germany,Bensheim,urban-centre,traffic,UTC+01,03/09/2014 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE134,Fulda Zentral,50.54638,9.68017,270.0,Germany,Fulda,urban-centre,background,UTC+01,01/01/2017 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE135,Frankfurt-Schwanheim,50.07546,8.57631,94.0,Germany,Frankfurt am Main,urban-periphery,background,UTC+01,25/10/2018 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE136,Frankfurt Battonnstraße,50.11242,8.68724,99.0,Germany,,urban-centre,traffic,UTC+01,03/02/2017 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE137,Gießen Johannette-Lein-Gasse,50.58531,8.67107,157.0,Germany,,urban-centre,background,UTC+01,01/06/2015 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE138,Darmstadt Heinrichstraße II,49.8654,8.64841,143.0,Germany,Darmstadt,urban-centre,traffic,UTC+01,01/01/2018 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE139,Frankfurt Am Erlenbruch I,50.13041,8.73073,99.0,Germany,Frankfurt am Main,urban-centre,traffic,UTC+01,10/05/2016 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE140,Frankfurt Am Erlenbruch II,50.13137,8.7386,99.0,Germany,Frankfurt am Main,urban-centre,traffic,UTC+01,10/05/2016 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE142,Marburg Universitätsstraße I,50.80711,8.77003,185.0,Germany,Marburg,urban-centre,traffic,UTC+01,11/04/2018 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE144,Frankfurt Mainkai,50.10942,8.68419,95.0,Germany,,urban-centre,traffic,UTC+01,12/07/2018 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE145,Frankfurt Riederwald,50.13226,8.73257,99.0,Germany,Frankfurt am Main,urban-centre,background,UTC+01,03/01/2018 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE151,Frankfurt Hochstraße,50.11558,8.67348,104.0,Germany,,urban-centre,traffic,UTC+01,05/10/2020 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE157,Frankfurt Kasinostraße,50.10278,8.54972,100.0,Germany,Frankfurt am Main,urban-centre,traffic,UTC+01,01/09/2020 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE158,Frankfurt Mainzer Landstraße,50.11056,8.66389,97.0,Germany,Frankfurt am Main,urban-centre,traffic,UTC+01,01/09/2020 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE162,Frankfurt Lerchesberg,50.08135,8.68289,138.0,Germany,Frankfurt am Main,urban-centre,background,UTC+01,07/01/2021 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE163,Marburg Bahnhofstraße,50.81727,8.77129,183.0,Germany,Marburg,urban-centre,traffic,UTC+01,06/01/2021 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE168,Limburg Eschhöfer Weg,50.38652,8.0664,123.0,Germany,Limburg,urban-centre,traffic,UTC+01,01/01/2022 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE169,Limburg Grabenstraße,50.3872,8.06384,123.0,Germany,Limburg,urban-centre,traffic,UTC+01,01/01/2022 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHE175,Rimberg,50.79724,9.4612,571.0,Germany,Breitenbach am Herzb,rural,background,UTC+01,17/06/2025 00:00:01,,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",NET.DE_HE
DEHH015,Hamburg Veddel,53.52326,10.02123,4.0,Germany,Hamburg,urban-centre,industrial,UTC+01,01/07/1984 00:00:01,,"Behörde für Umwelt, Klima, Energie und Agrarwirtschaft",NET.DE_HH
DEHH050,Hamburg Neugraben,53.48093,9.85722,3.0,Germany,Hamburg,urban-periphery,background,UTC+01,01/10/1998 00:00:01,,"Behörde für Umwelt, Klima, Energie und Agrarwirtschaft",NET.DE_HH
DEHH081,Hamburg Hafen,53.52916,9.9816,6.0,Germany,Hamburg,urban-centre,background,UTC+01,29/09/2015 00:00:01,,"Behörde für Umwelt, Klima, Energie und Agrarwirtschaft",NET.DE_HH
DEHH082,Hamburg Niendorf,53.6222,9.9614,12.0,Germany,Hamburg,urban-periphery,background,UTC+01,01/01/2024 00:00:01,,"Behörde für Umwelt, Klima, Energie und Agrarwirtschaft",NET.DE_HH
DEHH083,Hamburg Bergstedt,53.6828,10.1164,14.0,Germany,Hamburg,urban-periphery,background,UTC+01,30/10/2024 00:00:01,,"Behörde für Umwelt, Klima, Energie und Agrarwirtschaft",NET.DE_HH
DEMV007,Rostock-Stuthof,54.16155,12.17411,5.0,Germany,Rövershagen,urban-periphery,background,UTC+01,01/01/1993 00:00:01,,"Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern",NET.DE_MV
DEMV012,Löcknitz,53.52046,14.25741,17.0,Germany,Rothenklempenow,rural,background,UTC+01,15/01/1994 00:00:01,,"Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern",NET.DE_MV
DEMV017,Göhlen,53.3074,11.3733,25.0,Germany,Göhlen,rural,background,UTC+01,01/02/1998 00:00:01,,"Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern",NET.DE_MV
DEMV019,Güstrow,53.78175,12.17551,17.0,Germany,Güstrow,urban-centre,background,UTC+01,01/01/2004 00:00:01,,"Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern",NET.DE_MV
DEMV020,Rostock Am Strande,54.09228,12.14199,1.0,Germany,Rostock,urban-centre,traffic,UTC+01,01/01/2011 00:00:01,,"Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern",NET.DE_MV
DEMV021,Rostock-Warnemünde,54.17133,12.08,2.0,Germany,Rostock,urban-centre,background,UTC+01,01/05/2006 00:00:01,,"Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern",NET.DE_MV
DEMV024,Leizen,53.39635,12.46393,116.0,Germany,Leizen,rural,background,UTC+01,16/06/2010 00:00:01,,"Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern",NET.DE_MV
DEMV025,Stralsund-Knieperdamm,54.31923,13.08101,8.0,Germany,Stralsund,urban-centre,traffic,UTC+01,01/01/2019 00:00:01,,"Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern",NET.DE_MV
DEMV026,Garz,54.32351,13.34214,17.0,Germany,Garz/Rügen,rural,background,UTC+01,01/01/2013 00:00:01,,"Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern",NET.DE_MV
DEMV028,Wismar,53.90226,11.47596,5.0,Germany,Wismar,urban-centre,background,UTC+01,01/01/2022 00:00:01,,"Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern",NET.DE_MV
DEMV031,Rostock-Hohe Düne,54.17729,12.09792,2.0,Germany,Rostock,urban-centre,industrial,UTC+01,01/01/2015 00:00:01,,"Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern",NET.DE_MV
DEMV058,Neubrandenburg Woldegker Straße,53.5588,13.2679,16.0,Germany,Neubrandenburg,urban-centre,traffic,UTC+01,01/03/2019 00:00:01,,"Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern",NET.DE_MV
DEMV059,Schwerin Obotr. West,53.63052,11.39795,56.0,Germany,Schwerin,urban-centre,traffic,UTC+01,01/01/2021 00:00:01,,"Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern",NET.DE_MV
DEMV060,Neubrandenburg Südstadt,53.5461,13.2682,12.0,Germany,Neubrandenburg,urban-centre,background,UTC+01,09/01/2023 00:00:01,,"Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern",NET.DE_MV
DENI011,Braunschweig,52.22694,10.47364,98.0,Germany,Braunschweig,urban-periphery,background,UTC+01,01/01/2008 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI016,Oker/Harlingerode,51.90158,10.48132,208.0,Germany,Goslar,urban-periphery,background,UTC+01,01/01/2010 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI020,Wolfsburg,52.44081,10.81638,66.0,Germany,Wolfsburg,urban-periphery,background,UTC+01,01/01/2010 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI028,Eichsfeld,51.50758,10.23854,185.0,Germany,Duderstadt,urban-periphery,background,UTC+01,01/01/2010 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI029,Ostfriesland,53.36235,7.20726,1.0,Germany,Emden,urban-periphery,background,UTC+01,06/05/2008 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI031,Jadebusen,53.59617,8.09059,2.0,Germany,Wilhelmshaven,rural,background,UTC+01,01/01/2008 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI038,Osnabrück,52.25534,8.05286,95.0,Germany,Osnabrück,urban-centre,background,UTC+01,01/01/2008 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI041,Weserbergland,52.17017,9.06255,54.0,Germany,Rinteln,urban-periphery,background,UTC+01,01/01/2010 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI042,Göttingen,51.55107,9.94976,170.0,Germany,Göttingen,urban-periphery,background,UTC+01,01/01/2008 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI043,Emsland,52.49855,7.31747,30.0,Germany,Lingen (Ems),urban-periphery,background,UTC+01,01/01/2010 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI048,Hannover Verkehr,52.35948,9.7155,66.0,Germany,Hannover,urban-centre,traffic,UTC+01,01/10/1989 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI051,Wurmberg,51.75816,10.61248,939.0,Germany,Braunlage,rural,background,UTC+01,01/01/2023 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI053,Südoldenburg,52.99796,7.94257,17.0,Germany,Bösel,urban-periphery,industrial,UTC+01,03/04/2012 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI054,Hannover,52.36292,9.70612,85.0,Germany,Hannover,urban-centre,background,UTC+01,01/01/2008 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI058,Ostfries. Inseln,53.7153,7.21398,5.0,Germany,Norderney,rural,background,UTC+01,01/01/2010 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI059,Elbmündung,53.83017,8.80122,3.0,Germany,Cuxhaven,rural,background,UTC+01,01/01/2010 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI060,Wendland,52.95702,11.16705,16.0,Germany,Lüchow (Wendland),rural,background,UTC+01,01/01/2010 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI062,Lüneburger Heide,53.24696,10.4565,47.0,Germany,Lüneburg,urban-periphery,background,UTC+01,01/01/2010 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI063,Altes Land,53.52418,9.68503,3.0,Germany,Jork,rural,background,UTC+01,01/01/2010 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI066,Hildesheim Verkehr,52.15077,9.95022,86.0,Germany,Hildesheim,urban-centre,traffic,UTC+01,02/01/2019 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI067,Osnabrück-Verkehr,52.2703,8.04147,69.0,Germany,Osnabrück,urban-centre,traffic,UTC+01,01/01/2008 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI068,Göttingen-Verkehr,51.5302,9.92833,150.0,Germany,Göttingen,urban-centre,traffic,UTC+01,01/01/2008 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI069,Nordenham/Blexer Sande,53.50918,8.49993,2.0,Germany,Nordenham,urban-periphery,industrial,UTC+01,01/01/2007 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI070,Salzgitter-Drütte,52.15369,10.45591,93.0,Germany,Salzgitter,rural,industrial,UTC+01,01/01/2008 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI074,Hameln-Verkehr,52.10404,9.36704,67.0,Germany,Hameln,urban-centre,traffic,UTC+01,01/01/2011 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI075,Braunschweig-Verkehr,52.26673,10.54055,81.0,Germany,Braunschweig,urban-centre,traffic,UTC+01,30/01/2008 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI077,Solling-Süd,51.70884,9.55462,295.0,Germany,Solling (Landkreis Northeim),rural,background,UTC+01,01/01/2023 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI143,Oldenburg Heiligengeistwall,53.14284,8.21208,8.0,Germany,Oldenburg (Oldb),urban-centre,traffic,UTC+01,01/01/2013 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI146,Osnabrück Neuer Graben,52.27223,8.04698,70.0,Germany,Osnabrück,urban-centre,traffic,UTC+01,03/01/2012 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI150,Hannover Friedrich-Ebert-Straße,52.34759,9.71898,58.0,Germany,Hannover,urban-centre,traffic,UTC+01,29/12/2011 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI152,Hannover Marienstraße,52.36996,9.75441,59.0,Germany,Hannover,urban-centre,traffic,UTC+01,29/12/2011 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENI157,Wolfsburg Heßlinger Straße,52.42789,10.79368,61.0,Germany,Wolfsburg,urban-centre,traffic,UTC+01,30/05/2013 00:00:01,,Staatliches Gewerbeaufsichtsamt Hildesheim,NET.DE_NI
DENW002,Datteln-Hagem,51.64138,7.33141,56.0,Germany,Datteln,urban-periphery,background,UTC+01,01/12/1986 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW006,Lünen-Niederaden,51.59221,7.56976,59.0,Germany,Lünen,urban-periphery,background,UTC+01,08/01/1981 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW008,Dortmund-Eving,51.53689,7.45741,71.0,Germany,Dortmund,urban-centre,background,UTC+01,01/11/1988 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW010,Unna-Königsborn,51.54748,7.69379,76.0,Germany,Unna,urban-periphery,background,UTC+01,01/12/1986 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW015,Marl-Sickingmühle,51.69895,7.12268,37.0,Germany,Marl,urban-periphery,background,UTC+01,01/01/1982 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW021,Bottrop-Welheim,51.52595,6.97688,30.0,Germany,Bottrop,urban-centre,industrial,UTC+01,19/03/2001 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW022,Gelsenkirchen-Bismarck,51.53364,7.10187,30.0,Germany,Gelsenkirchen,urban-periphery,background,UTC+01,01/12/1981 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW024,Essen-Vogelheim,51.49654,6.98099,40.0,Germany,Essen,urban-centre,background,UTC+01,01/01/1986 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW029,Hattingen-Blankenstein,51.40301,7.20855,95.0,Germany,Hattingen,urban-periphery,background,UTC+01,01/12/1986 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW034,Duisburg-Walsum,51.52403,6.74836,17.0,Germany,Duisburg,urban-centre,industrial,UTC+01,02/01/1981 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW038,Mülheim-Styrum,51.45346,6.86505,39.0,Germany,Mülheim an der Ruhr,urban-centre,background,UTC+01,01/12/1980 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW040,Duisburg-Buchholz,51.38526,6.76297,35.0,Germany,Duisburg,urban-periphery,background,UTC+01,23/07/2003 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW042,Krefeld-Linn,51.33767,6.64024,36.0,Germany,Krefeld,urban-centre,background,UTC+01,01/09/1990 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW043,Essen-Ost Steeler Straße,51.45118,7.03053,113.0,Germany,Essen,urban-centre,traffic,UTC+01,21/03/2001 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW053,Köln-Chorweiler,51.01934,6.88457,46.0,Germany,Köln,urban-centre,background,UTC+01,01/01/1981 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW058,Hürth,50.87618,6.87382,92.0,Germany,Hürth,urban-periphery,industrial,UTC+01,01/01/1989 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW059,Köln-Rodenkirchen,50.88987,6.98507,50.0,Germany,Köln,urban-periphery,background,UTC+01,01/12/1980 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW062,Bonn-Auerberg,50.75363,7.08265,60.0,Germany,Bonn,urban-periphery,background,UTC+01,01/12/1986 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW064,Simmerath (Eifel),50.65323,6.28101,580.0,Germany,Simmerath,rural-regional,background,UTC+01,01/01/2001 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW065,Netphen Rothaargebirge,50.93033,8.19191,641.0,Germany,Netphen,rural-regional,background,UTC+01,01/02/1986 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW066,Nettetal-Kaldenkirchen,51.32693,6.19583,47.0,Germany,Nettetal,unknown,background,UTC+01,01/12/1987 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW067,Bielefeld-Ost,52.02315,8.54836,106.0,Germany,Bielefeld,urban-centre,background,UTC+01,01/03/1989 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW068,Soest-Ost,51.57067,8.14802,108.0,Germany,Soest,unknown,background,UTC+01,01/03/1989 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW071,Düsseldorf-Lörick,51.24921,6.73235,38.0,Germany,Düsseldorf,urban-centre,background,UTC+01,01/11/1983 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW074,Niederzier,50.88348,6.46931,105.0,Germany,Niederzier,unknown,industrial,UTC+01,01/08/1991 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW078,Ratingen-Tiefenbroich,51.30339,6.81989,42.0,Germany,Ratingen,urban-periphery,background,UTC+01,23/04/1998 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW079,Leverkusen-Manfort,51.02893,7.00498,50.0,Germany,Leverkusen,urban-periphery,background,UTC+01,23/04/1998 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW080,Solingen-Wald,51.18378,7.05257,208.0,Germany,Solingen,urban-periphery,background,UTC+01,01/07/1998 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW081,Borken-Gemen,51.86204,6.87447,44.0,Germany,Borken,unknown,background,UTC+01,11/09/1998 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW082,Düsseldorf Corneliusstraße,51.21317,6.78254,45.0,Germany,Düsseldorf,urban-centre,traffic,UTC+01,02/05/2001 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW094,Aachen-Burtscheid,50.75473,6.09383,200.0,Germany,Aachen,urban-centre,background,UTC+01,05/07/1999 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW095,Münster-Geist,51.93654,7.61158,64.0,Germany,Münster,urban-centre,background,UTC+01,06/10/1999 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW096,Mönchengladbach-Rheydt,51.15461,6.42561,83.0,Germany,Mönchengladbach,urban-periphery,background,UTC+01,02/05/2018 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
DENW105,Duisburg-Ehingen,51.36872,6.70016,41.0,Germany,Duisburg,urban-centre,industrial,UTC+01,01/01/2023 00:00:01,,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",NET.DE_NW
